gene_name   logFC	logCPM	F	PValue	FDR
ENSG00000172270	-0.0857899745054952	8.93309619774173	3.1782934587131	0.097014321412823	0.306835536503282
ENSG00000239306	-0.0880470785599245	6.97228391039342	3.17667716672597	0.0970910206755418	0.307015958294056
ENSG00000167107	0.191603059167431	4.24550715052127	3.17545037683519	0.0971494850707816	0.307129156949376
ENSG00000080644	-0.517270760135017	1.48497047250307	3.17528972070629	0.0971661413253834	0.307129156949376
ENSG00000169762	-0.178463906095756	4.44057265105975	3.17177988232882	0.0973240374284826	0.307518760898503
ENSG00000265678	-0.934667026843185	0.470145257712636	3.17395043700645	0.0973287724141987	0.307518760898503
ENSG00000162521	0.0731817470222098	7.66445108688657	3.1708686452725	0.0973672517358118	0.307578127273027
ENSG00000167550	-0.625255582743631	0.928831655091478	3.17022300010279	0.097428637462692	0.307691525337429
ENSG00000287692	-0.684289466310103	0.728940828039521	3.17036678292966	0.0974425437452314	0.307691525337429
ENSG00000147155	0.111708095430861	6.4231962046569	3.16817662621979	0.0974956032937575	0.307796851061396
ENSG00000168038	-0.568425804879818	1.48539608319538	3.16700359102767	0.0975610390026004	0.307896707096973
ENSG00000103343	0.195510353371888	4.06905099654833	3.16669225019753	0.0975666538717123	0.307896707096973
ENSG00000196436	-0.431510538059772	1.96388563989673	3.1646970509086	0.0976656191014089	0.308146765498507
ENSG00000026103	-0.173403863060126	4.49764667712556	3.16395026455007	0.0976976848869889	0.308167944275278
ENSG00000085831	-0.172947384028242	4.4059193940262	3.16365576378449	0.0977117872092346	0.308167944275278
ENSG00000032742	-0.240978132455895	3.72869884822017	3.16104715712508	0.0978367800733795	0.30849986708241
ENSG00000185686	0.465799201994598	1.46183658141967	3.16044751943538	0.0978749397338297	0.308557907887417
ENSG00000196230	-0.079514139008182	11.1400376275421	3.15802714707078	0.097981334840646	0.308830999101237
ENSG00000009830	-0.123552187236907	5.58800087911319	3.15651616101543	0.0980539207596122	0.308876180950288
ENSG00000280614	1.76161327690906	8.36338635328648	4.50521139273722	0.0980549888824326	0.308876180950288
ENSG00000280800	1.76161327690906	8.36338635328648	4.50521139273722	0.0980549888824326	0.308876180950288
ENSG00000115091	-0.0810713748548957	7.36567763749615	3.15602029439524	0.098077728543045	0.308885523703812
ENSG00000170776	-0.0845556751584167	7.13755545539961	3.15522125155201	0.0981161403381132	0.308944210486125
ENSG00000138658	0.172132342105767	4.36992252605898	3.15455195406112	0.0981485234072316	0.308950881049485
ENSG00000289021	-0.565554170032712	1.05848237143872	3.15465517398385	0.0981653882481173	0.308950881049485
ENSG00000228526	0.233667650854525	3.74558088460916	3.15394897733164	0.0981775925695949	0.308950881049485
ENSG00000242086	-0.150047205524716	4.74466377194303	3.15277249639838	0.0982341135324511	0.30902126047037
ENSG00000108961	-0.144876875296682	5.17410873905729	3.15265847327722	0.0982395224054707	0.30902126047037
ENSG00000115295	-0.13658110126376	4.79746566144898	3.15149534589046	0.0982956301222281	0.309082401189343
ENSG00000074582	0.117478107697415	5.34787020320424	3.1509797834186	0.0983203805166595	0.309082401189343
ENSG00000284431	-0.529865942440507	3.96614618330756	3.50814218116434	0.0983523012365011	0.309082401189343
ENSG00000138614	-0.0854656800232109	6.61164652978156	3.15013263739115	0.0983611881544855	0.309082401189343
ENSG00000184924	-0.168877805319331	4.98020000252449	3.14956748378702	0.0983885463241069	0.309082401189343
ENSG00000276043	-0.0787648591961198	7.62220445713361	3.14918869778001	0.0984067216728979	0.309082401189343
ENSG00000005379	0.19073041036008	4.16287477656701	3.14895109042712	0.0984184101464607	0.309082401189343
ENSG00000179104	0.167096076576455	4.53395574637323	3.14858545793049	0.0984360076497204	0.309082401189343
ENSG00000147065	0.0830942856398804	8.04374929379175	3.14856058970668	0.0984370364200103	0.309082401189343
ENSG00000133134	-0.156677561776282	4.39185387923761	3.1471878919129	0.0985035205225893	0.309228998007108
ENSG00000175606	-0.200863917587338	4.17921763977983	3.14625575152838	0.0985485929439756	0.30930833240463
ENSG00000082068	-0.123480354891692	5.57913988712732	3.14579121386707	0.0985708554806992	0.309316057345119
ENSG00000156959	0.279537670825328	2.9161120340439	3.14500552883427	0.0986097392526947	0.309326949372589
ENSG00000006530	-0.113985363378422	5.86754680821753	3.14490045473907	0.0986139304702318	0.309326949372589
ENSG00000179909	0.421688525704746	1.89533711180013	3.14417818978106	0.0986532711415933	0.309388224955396
ENSG00000080345	0.108160884490712	7.5105799545528	3.14341333124355	0.0986858940570877	0.309428412498147
ENSG00000144711	0.121456167007437	5.90304782134855	3.14230541709262	0.0987395712869195	0.309517101159168
ENSG00000263823	0.598339771959641	1.3807237238688	3.14226481671077	0.0987538078341522	0.309517101159168
ENSG00000105982	0.489094436324294	1.59468956012007	3.14156941838516	0.0987829999172891	0.30954648780501
ENSG00000144504	0.224071866594065	3.79083884969034	3.13949668996577	0.0988760245726782	0.309674483649673
ENSG00000169750	0.12267367095924	5.70777736361165	3.13938004677407	0.0988814433774464	0.309674483649673
ENSG00000181817	-0.178579892683312	4.67901584594239	3.13934420080086	0.0988833188940894	0.309674483649673
ENSG00000169446	-0.123206539511506	5.89221568169405	3.13862003926008	0.0989183365643057	0.30972205561656
ENSG00000142937	-0.108941412026333	9.61065820591886	3.13622792021855	0.0990345659144212	0.310023838506848
ENSG00000121989	-0.265794709484651	3.44773322725892	3.13550153618552	0.0990702425463929	0.310072186947347
ENSG00000290474	-0.670135641804853	0.953359563722111	3.13561490782643	0.0990944277682556	0.310072186947347
ENSG00000116039	-0.796200786721564	0.50906291138211	3.13627024914389	0.0991244403053075	0.310072186947347
ENSG00000141639	0.175309193067874	4.28345302817105	3.13428276094535	0.0991294092321266	0.310072186947347
ENSG00000080822	-0.114901802581785	5.87447526257393	3.13314787141834	0.0991844977348965	0.310182390213577
ENSG00000170558	0.0894111720253819	7.34867637236344	3.13189923232497	0.0992453391489136	0.310309412130199
ENSG00000280064	-1.05415664425268	1.51908602573498	3.30606232432184	0.099264844274669	0.310309412130199
ENSG00000153234	-0.286270309394862	3.28658513405032	3.13086724386822	0.0992961430257345	0.31034514810024
ENSG00000224470	-0.0882968714367956	6.77274083588069	3.12963774986892	0.0993556733611873	0.310469088532728
ENSG00000147383	0.101857087432978	6.10761116112576	3.12904090002727	0.0993848233895959	0.310498065233775
ENSG00000065675	-0.269234136135502	3.10765309380453	3.12513012733082	0.099576704628368	0.311011732158471
ENSG00000291124	0.218681945504464	3.66834274560082	3.12486991169019	0.0995890585914265	0.311011732158471
ENSG00000198440	0.261508691049586	3.48283085409142	3.12278284879577	0.0996913414077148	0.311268927469501
ENSG00000115526	-0.153322137983679	4.95356991945812	3.11756272158791	0.0999474199207206	0.312006124416782
ENSG00000239713	0.48141289916479	1.33896902352116	3.11718193301413	0.0999784891030711	0.312040754900914
ENSG00000270181	0.98410404252202	3.29904495319175	3.77181476987587	0.100021155817172	0.312055642777431
ENSG00000110911	0.127448773313649	5.48899083905644	3.11602022898878	0.100023212559157	0.312055642777431
ENSG00000173928	-0.357552509178604	2.26095277646541	3.1151558137292	0.100068046080102	0.312108067557742
ENSG00000167925	-0.189863793311667	4.70388871912811	3.1148698918628	0.100079976339334	0.312108067557742
ENSG00000232838	0.290074530404725	3.03591005500661	3.11143568232329	0.100249924878684	0.31257566397803
ENSG00000164038	-0.207251184762221	4.15868264296825	3.11095557169759	0.100273062772019	0.312585414799783
ENSG00000085224	0.15396783804762	7.10176038359414	3.18124077007249	0.10029898558106	0.312603841532668
ENSG00000286018	0.503945732797156	1.36537255668542	3.11013422553313	0.100325399277174	0.312623790566274
ENSG00000197442	-0.15817836489319	5.02759067474407	3.10920182550911	0.10035956199965	0.312630840057264
ENSG00000189306	-0.0932040758685816	6.67931490070967	3.10903548258979	0.100367688553049	0.312630840057264
ENSG00000185920	0.0925299025254969	6.13249172940392	3.10416855596848	0.100608588382269	0.313283730390755
ENSG00000162512	0.128383200998825	5.210564829493	3.10354551554339	0.100639517384359	0.313283730390755
ENSG00000196689	-0.164417114712442	4.27729734515221	3.10349988905561	0.100641943248289	0.313283730390755
ENSG00000161904	-0.116971367564169	6.23586200060426	3.10318176153107	0.100657515065053	0.313283730390755
ENSG00000077312	0.0922106962555248	7.01925988522995	3.10261459845954	0.100685643801989	0.313308852954356
ENSG00000187257	0.144946737591572	5.08340172682209	3.1018795462043	0.100722213712086	0.313360227125373
ENSG00000289740	0.901770599142703	5.22238588448392	4.1576899418612	0.100755205450123	0.313400450883387
ENSG00000204802	0.418027889553706	2.82697341994513	3.09863646999563	0.100884331849443	0.313509968705543
ENSG00000197050	0.150813586913727	4.66804821841269	3.09858766399907	0.100885831290752	0.313509968705543
ENSG00000101624	-0.158126833268498	4.83476796040952	3.09854195867331	0.100888087372764	0.313509968705543
ENSG00000127603	-0.0747307824143629	8.6605149675251	3.0983978714869	0.100895115187156	0.313509968705543
ENSG00000123989	-0.147557777803311	6.02864415010897	3.09823116855778	0.100903418945036	0.313509968705543
ENSG00000122884	0.371549748327589	5.89908047468092	3.67154475486133	0.100910833022948	0.313509968705543
ENSG00000100442	0.104739685786908	6.6186622930178	3.09484708381668	0.101071922765984	0.313948002689884
ENSG00000204256	0.0950164788097758	10.3755503052826	3.09399999852744	0.101114151604051	0.31398406576209
ENSG00000267191	0.470840204154796	1.37758578717802	3.09403903964465	0.101123733106016	0.31398406576209
ENSG00000094975	0.106595029768775	5.78226005927142	3.09123182661176	0.101252333629468	0.314274489813498
ENSG00000121486	-0.12886189997062	5.29353601096469	3.09112860549526	0.10125750638444	0.314274489813498
ENSG00000104853	0.0983212039879771	7.67128084646661	3.08852943525746	0.101387421181654	0.314615197909936
ENSG00000044115	-0.0803146750454148	8.5606687384067	3.08648348083775	0.101489851209956	0.314870499652578
ENSG00000198373	-0.137120670280974	5.5800047952484	3.08544798440388	0.101541763226865	0.314968999874277
ENSG00000228232	0.445377145695354	1.87746691782811	3.08292065281412	0.10167315354297	0.315313943119861
ENSG00000197872	0.533895048932856	1.65971507755462	3.08012371616746	0.101816171369854	0.315694802097754
ENSG00000181218	0.216463070306931	4.55459114069993	3.07843274599873	0.10189430466023	0.315874366560319
ENSG00000118579	-0.123310967265467	5.80320181798392	3.07693218513943	0.101969719508758	0.316045434215537
ENSG00000131263	0.0955712782748237	7.18039105357595	3.07510202496893	0.102061966255734	0.31626859251752
ENSG00000121073	-0.0994008505766107	5.95815256274901	3.0743641118672	0.102099204748873	0.316321237084916
ENSG00000117262	0.240524873150362	5.06492138546678	3.12411925414403	0.102223650954951	0.316643991982408
ENSG00000072958	-0.120898645553788	6.17601656063409	3.07149717084968	0.102243995398285	0.316644221276092
ENSG00000115840	0.166636081872316	4.43328576644897	3.06968154170039	0.10233600043454	0.316866335537751
ENSG00000099308	-0.286071386811109	3.04816145976937	3.06910983661872	0.102365514390029	0.316894906913723
ENSG00000163466	-0.0788140822629046	7.8861797642924	3.06730245309997	0.102456289396307	0.317065715261535
ENSG00000185304	0.594667853082629	1.20463603835845	3.06723749865721	0.1024769725001	0.317065715261535
ENSG00000136243	-0.185078068382754	5.43468373436026	3.06680393902166	0.102481582251808	0.317065715261535
ENSG00000118816	-0.0943865116737655	6.92776672646868	3.06520460525671	0.102562668908963	0.317214916332839
ENSG00000289238	0.501897130595567	1.49227113046748	3.06523728488462	0.102570420741129	0.317214916332839
ENSG00000101558	-0.0802613070398875	7.00340368361119	3.06408391761683	0.102619551029866	0.317243480191718
ENSG00000137693	0.0884910451264217	6.49674792399322	3.06376767281113	0.10263561267527	0.317243480191718
ENSG00000103855	0.0813080695447689	7.42213258397503	3.06366053435453	0.102641049217996	0.317243480191718
ENSG00000102362	0.177914277261306	4.24349832736393	3.06327389908828	0.102660891899951	0.317243480191718
ENSG00000145365	0.254256186823824	3.18312650784759	3.0608298077293	0.102785477137145	0.317520231189357
ENSG00000106554	0.101421488318924	6.45892929694725	3.06070868013987	0.102791102306163	0.317520231189357
ENSG00000077238	-0.281966173678457	3.16379911993052	3.05862827856408	0.10289759947096	0.317713887401776
ENSG00000142546	0.114405868736392	6.20327302867223	3.05849290262628	0.102903912352628	0.317713887401776
ENSG00000165424	0.191665745346737	4.66348913939126	3.05816527342366	0.102920753086853	0.317713887401776
ENSG00000178177	0.231403509180723	4.44975173752945	3.05788331792249	0.102935150383483	0.317713887401776
ENSG00000119777	-0.0947928627620085	6.33688733348407	3.05722455633227	0.102968551067937	0.31775419522565
ENSG00000172031	-0.334769079271849	2.59129744250077	3.05537477117409	0.103064345692847	0.317825718762132
ENSG00000133028	0.0874602654232809	6.60381509307627	3.05486659353187	0.103088851730262	0.317825718762132
ENSG00000100601	-0.244173452067368	3.7426600260174	3.05448616890628	0.103108551665456	0.317825718762132
ENSG00000153814	-0.176663704089994	4.52123476419546	3.05436418232995	0.103114675801868	0.317825718762132
ENSG00000182747	0.834081885076184	0.841231401926799	3.05490041123304	0.103135749829288	0.317825718762132
ENSG00000197457	-0.1655343823488	4.60835641346094	3.05367904943214	0.103149662385658	0.317825718762132
ENSG00000185737	0.299878777838612	2.87766747268309	3.0534801151318	0.103160656911327	0.317825718762132
ENSG00000184990	-0.160833233431821	5.24942841526879	3.05329963579828	0.103168935355501	0.317825718762132
ENSG00000231107	0.549415498492989	1.11963740785942	3.0535782993308	0.103174842829702	0.317825718762132
ENSG00000108389	-0.0976356883787601	6.49042028532776	3.05074124738668	0.103299738500469	0.318146364074694
ENSG00000137764	0.165244196304967	4.5768185619468	3.05035510429609	0.103319666151394	0.318146364074694
ENSG00000270804	0.441179567169306	2.55616839916348	3.04903647105457	0.10338862218556	0.318295953322947
ENSG00000163590	-0.177905985112028	5.14848517143112	3.04793138348518	0.103443751176144	0.318402923570946
ENSG00000270574	-0.463870078295716	1.54008450979646	3.04761321963623	0.103468208377384	0.318415461596359
ENSG00000278917	0.428958830699047	1.94627923545856	3.04440852088265	0.103628514768799	0.318845977782828
ENSG00000256771	0.213954469342694	3.8839151458827	3.043622057318	0.103665139443872	0.318895853338465
ENSG00000134531	-0.370357963290061	2.02790342556878	3.04266043060031	0.10371772357638	0.318945949458591
ENSG00000167476	-1.23336549434008	0.400564430281445	3.0447031491133	0.10374420450111	0.318945949458591
ENSG00000115282	-0.135788410736241	5.05557032629871	3.04172022617721	0.103762797872393	0.318945949458591
ENSG00000165655	0.161636479861867	4.89645367280209	3.04171540182212	0.103763095521962	0.318945949458591
ENSG00000143228	-0.110799838389818	5.7288882357776	3.04126618086086	0.103786100003622	0.31895389890942
ENSG00000169439	0.121647932225653	5.76613791972386	3.03957665695517	0.103873113622072	0.319158518467817
ENSG00000180902	0.228799116089845	4.23047375899088	3.03867153794752	0.103919959019933	0.31923966172082
ENSG00000224903	0.404560267295701	1.80810447714706	3.0357998167525	0.104073075614785	0.319647171486151
ENSG00000115524	-0.0666811264721532	8.62579996447106	3.03490377494103	0.104114223338034	0.319710690537336
ENSG00000169760	0.286959375012233	2.96627068043485	3.03388816390883	0.104167577086124	0.319811659131748
ENSG00000130522	0.23097739703114	5.12288469186957	3.0766398746727	0.104194033909365	0.319830026271996
ENSG00000128394	-0.206890035901374	3.66557381889468	3.03184405761914	0.104272767166457	0.320008820413992
ENSG00000155545	-0.118069925278585	6.01847453185994	3.03079917721536	0.104326599204809	0.320008936360539
ENSG00000144395	-0.145581235817099	5.08850938133226	3.03073896186494	0.104329789692434	0.320008936360539
ENSG00000189423	1.78858298607744	0.834132828371454	3.35489543492491	0.104334262395764	0.320008936360539
ENSG00000166313	0.101324716913089	5.95179275923503	3.02876786519655	0.104431891469597	0.320175747533087
ENSG00000111642	0.0793105739364941	8.66728729805527	3.02874167199502	0.104433237008928	0.320175747533087
ENSG00000100888	0.111400037362198	7.56985620997937	3.02841586579024	0.10445013823882	0.320175747533087
ENSG00000104763	-0.100990654699037	5.98388118730265	3.02627280311995	0.104561396806048	0.320453910046553
ENSG00000258728	0.247583970339229	3.25612950387926	3.02507702932803	0.104624023317507	0.32056803532405
ENSG00000166582	0.0896795656105844	6.52657970313028	3.02432631781472	0.104662557877281	0.32056803532405
ENSG00000123091	-0.0882857441081012	6.43593442657454	3.02422165378981	0.104668001898665	0.32056803532405
ENSG00000159450	0.316294018322014	2.80353348536684	3.02399861125171	0.104680721348696	0.32056803532405
ENSG00000116698	0.108690209345631	7.16492233572109	3.02200029685611	0.104783604525175	0.320730841315155
ENSG00000279267	-0.491823629438255	1.3673122407103	3.02126314436005	0.104833508044415	0.320730841315155
ENSG00000198208	-0.197634744056193	3.93498629922939	3.02101004613695	0.104835426602483	0.320730841315155
ENSG00000103145	0.200578677565469	4.31715870915088	3.02075315190338	0.104848768496258	0.320730841315155
ENSG00000053900	0.168152618541974	4.30168900276101	3.02060458277174	0.104856514096306	0.320730841315155
ENSG00000173163	-0.202884299905815	3.65545227085037	3.02059569121708	0.104857077433999	0.320730841315155
ENSG00000255529	0.129038985633343	5.15184559595517	3.01872686819957	0.10495431256894	0.320851252461614
ENSG00000268942	-0.746818672483244	0.835680460900787	3.01950421017535	0.104956197516921	0.320851252461614
ENSG00000290396	1.5604761490491	2.46155456042871	3.74413007806972	0.104964864664815	0.320851252461614
ENSG00000171735	-0.129941011737173	5.5964711796727	3.01826057534308	0.104978602607471	0.320851252461614
ENSG00000138439	0.144973436786872	4.68332042293166	3.01739437754656	0.105023959839006	0.320927088545602
ENSG00000105404	0.139161276520549	5.76407345786173	3.01630225359148	0.105080875732966	0.321036817971416
ENSG00000198492	0.0941604322015035	6.75274582133842	3.01591748707186	0.105100972223662	0.321036817971416
ENSG00000262919	-0.179320103872116	4.61722544800868	3.01301660776619	0.105252892957027	0.321438013857619
ENSG00000099822	-0.20998954365377	4.14709145493389	3.01228090924758	0.105291489404606	0.321493032836074
ENSG00000126261	-0.073433196288082	8.95048486408059	3.01131952226396	0.105341639449926	0.321583300732323
ENSG00000197122	-0.139499568634958	5.73280715373864	3.01028742206029	0.105395772634988	0.321591146682036
ENSG00000163072	0.607458192284909	1.07447854700968	3.01067725480795	0.105398558616442	0.321591146682036
ENSG00000179698	0.688404598463436	0.859897243627485	3.01086601590071	0.105405970873313	0.321591146682036
ENSG00000165502	-0.0908269100719128	6.80900080044876	3.00969775655872	0.105426691300339	0.321591553368989
ENSG00000256463	-0.212682884917551	4.10458650557567	3.00775266099434	0.105529007661241	0.321840809971932
ENSG00000049541	0.0965699997060945	6.23622984146592	3.00674014137961	0.105582013597879	0.321939612417036
ENSG00000134108	-0.119240873665704	5.94631080114095	3.00457636936165	0.105695823567366	0.322203346553957
ENSG00000196890	0.423411378884132	2.05447749044596	3.00437568714118	0.105709759368096	0.322203346553957
ENSG00000108506	0.105658332283002	5.83504009044552	3.00381648736042	0.105735827954124	0.322219931422429
ENSG00000116729	-0.0956262042224214	6.43937548258859	3.00296955364423	0.105780425423713	0.32225630532014
ENSG00000118564	-0.139206015899673	5.09254888217305	3.00226820605339	0.10581745776836	0.32225630532014
ENSG00000196810	0.190788285717803	4.20366492778886	3.00221890246769	0.105820188731902	0.32225630532014
ENSG00000119938	0.655954224140846	0.585543189701409	3.00304282586956	0.105850801134519	0.32225630532014
ENSG00000291258	-0.399361249243577	2.36014821895751	3.00151237666028	0.105859244150638	0.32225630532014
ENSG00000112964	0.319322704130013	2.79652870684522	3.00126232459435	0.105871542084563	0.32225630532014
ENSG00000163902	-0.0709179973230991	7.70071392503425	2.9998013374782	0.10594748709304	0.322424643654857
ENSG00000163913	0.15638241527092	4.71020069195338	2.99781663131217	0.10605245983808	0.322681237851703
ENSG00000131148	-0.124104578898465	5.35530532001352	2.99651736805013	0.106121026679107	0.322826983009607
ENSG00000172732	0.119596914038571	5.22447783356332	2.99533190756981	0.106183765525233	0.322954945730075
ENSG00000103852	-0.145247660214675	4.75767410971426	2.99442610016097	0.106231816449018	0.323037178398009
ENSG00000120509	-0.123060481755004	5.52808009678492	2.99384095134853	0.10626268583117	0.323037178398009
ENSG00000189241	0.0759648032234428	7.464631631161	2.99341157115602	0.106285412451822	0.323037178398009
ENSG00000146267	-0.137264084627366	5.25554984987944	2.99325942500615	0.106293521347274	0.323037178398009
ENSG00000211451	-0.754030180129895	0.847841966351535	2.992026908436	0.106400410841854	0.32329912813861
ENSG00000147162	0.0771482734808406	7.47173376022945	2.98902023782207	0.106518410318888	0.323523337085934
ENSG00000188092	-0.210038535892835	4.28687457881518	2.9889077221643	0.106524600600974	0.323523337085934
ENSG00000134030	0.125170494272583	5.83442085120054	2.98868321178454	0.106536332243137	0.323523337085934
ENSG00000130529	0.382288733213413	2.56417972797851	2.98761826574564	0.106594472465037	0.323622473569762
ENSG00000125944	-0.0855676672515607	8.82832162430665	2.98728946292918	0.106610412200883	0.323622473569762
ENSG00000279673	-0.498976614587793	1.39030405676358	2.98571939827321	0.106705037265428	0.323713278973388
ENSG00000162601	0.087259363838043	6.47932297057931	2.98548305321735	0.106706545323979	0.323713278973388
ENSG00000186998	-0.409946266262948	1.65936513859472	2.98528778454268	0.106723460024065	0.323713278973388
ENSG00000108256	0.0822341133795383	8.35805175417483	2.98485458721398	0.106740007577316	0.323713278973388
ENSG00000124574	-0.147180876398838	5.71075194712909	2.98448692410689	0.106759611109174	0.323713278973388
ENSG00000131791	0.115397710970709	5.29528531107181	2.98319609679641	0.106828435878229	0.323713278973388
ENSG00000108100	-0.133522327821396	5.74826196912071	2.98295552847826	0.106841234461181	0.323713278973388
ENSG00000182944	0.0747696716735504	8.98253786666258	2.98273519417069	0.106852967193127	0.323713278973388
ENSG00000205578	0.577186573866031	2.2490119705398	2.98272386779997	0.106856237948259	0.323713278973388
ENSG00000196505	-0.156207594873753	4.73686817938258	2.98258172070528	0.106861301562476	0.323713278973388
ENSG00000100297	-0.079463693640462	7.40016333194267	2.98244815601518	0.106868278577925	0.323713278973388
ENSG00000168283	0.11109705719177	6.51209576655333	2.98184848443314	0.106900276350268	0.323747424751366
ENSG00000177181	-0.223267024354492	3.93363146693774	2.98060733741373	0.106966764534997	0.323885991238841
ENSG00000148737	-0.181090133791606	5.0261518279419	2.97923361003037	0.107040014323372	0.324044973594068
ENSG00000139194	-0.480420089418756	1.38072543994076	2.97889195404383	0.107069357088036	0.324070999238947
ENSG00000104147	-0.184023049435998	4.02421991522311	2.97362324938854	0.107340505893503	0.3247172087819
ENSG00000137955	0.113220789374066	5.85624617677907	2.97356671202614	0.107343326129448	0.3247172087819
ENSG00000288473	1.16035270784166	1.6320227567629	3.24502089815955	0.107358368756008	0.3247172087819
ENSG00000168291	-0.104038792830299	5.82476777190455	2.9727940738086	0.107384773627053	0.3247172087819
ENSG00000196646	-0.196579527552984	3.82851648800782	2.97276070492597	0.107386793455432	0.3247172087819
ENSG00000112320	0.177148718693034	4.91971755753294	2.97138442377036	0.107460547190914	0.324877338430281
ENSG00000151725	-0.117074551634739	6.04509027759037	2.9700517007181	0.107532036920224	0.325030562834912
ENSG00000137411	-0.0897697601330313	6.78536809473526	2.96878891458092	0.107599924666545	0.325113630737021
ENSG00000134954	-0.162087127158774	4.53973403138581	2.96842373691754	0.107619736869261	0.325113630737021
ENSG00000213977	-0.141666859835249	5.12467638802308	2.96818553204482	0.107632461768869	0.325113630737021
ENSG00000206337	-0.282247184752437	2.99147274831634	2.96749081403227	0.107670594078256	0.325113630737021
ENSG00000166848	0.132548809127922	6.05250014965469	2.96738785649742	0.107675322876129	0.325113630737021
ENSG00000248019	-0.427566364075342	2.38269859587534	2.96725590449979	0.107684394432709	0.325113630737021
ENSG00000143878	0.344135277275234	6.36722217575277	3.5432246962564	0.107785864476543	0.325357099321368
ENSG00000154059	0.135111803677214	5.25991938173086	2.96464531233154	0.107823121856068	0.325406682093053
ENSG00000157800	-0.140096938047905	5.52634597293486	2.96330672360051	0.107895307519136	0.325503832173434
ENSG00000288061	0.824065519014276	0.97596622652505	2.96393005392397	0.107896987580439	0.325503832173434
ENSG00000197576	0.261549015643505	3.42892580966439	2.96284301316891	0.107920678334093	0.325512437971975
ENSG00000155966	0.152898095761814	4.55190212100202	2.96162264198338	0.107986385937489	0.32564774801728
ENSG00000138459	-0.161448578069844	4.3347975638559	2.96101953911154	0.108019005966139	0.325654555075456
ENSG00000076928	0.125169766675454	6.58848649758186	2.96080618966246	0.108030337648103	0.325654555075456
ENSG00000164896	-0.0945767951983998	6.34290400140158	2.9600536472138	0.108071023427809	0.325672278566674
ENSG00000109016	-0.173679274058983	4.87957342363936	2.95992860021623	0.10807791383968	0.325672278566674
ENSG00000071655	-0.0867050729353402	7.18488323254442	2.95937746821729	0.108107589293145	0.325698872198307
ENSG00000132406	0.339080779453746	2.751836331373	2.9581654024012	0.108174385593979	0.325774974861509
ENSG00000225793	-0.678140240571922	1.48880720918119	2.95800873010817	0.108191798229876	0.325774974861509
ENSG00000119927	-0.147787357658122	5.55088769595073	2.95775515801437	0.108195414479323	0.325774974861509
ENSG00000170248	-0.0856812902068576	7.01442739064575	2.9569876599621	0.10823696373331	0.325837273169788
ENSG00000251201	0.250426069852993	3.45123875070367	2.95513573162422	0.108337696398138	0.326077679274628
ENSG00000204920	0.135925290574831	5.07376200070432	2.95286235586956	0.108460827824406	0.326385396155856
ENSG00000154914	0.262163637789284	3.28413865571095	2.95211875601158	0.10850161033649	0.32640625924467
ENSG00000158417	0.0895550679178839	8.05104677559913	2.95196371637341	0.108509551517673	0.32640625924467
ENSG00000164985	0.106012474570821	8.18056663398083	2.95103453706991	0.108560058615862	0.326495316834498
ENSG00000188042	-0.162830755342238	4.65859505719978	2.94895525016743	0.108673342995925	0.326773107014312
ENSG00000116954	-0.112181070237416	5.37722566080459	2.94826068029286	0.108711036163534	0.326823536549376
ENSG00000198815	0.127787418241977	6.34458465411198	2.94721651531744	0.108767902178314	0.326904461971345
ENSG00000099810	-0.118274011248834	6.1757415511714	2.9469980926355	0.108779808803985	0.326904461971345
ENSG00000272669	0.600760723910742	0.859440292769735	2.9465139189602	0.108843918932133	0.327034209970927
ENSG00000100632	-0.0917007478825185	6.70456955079031	2.94489364611461	0.108894583219241	0.327106825513993
ENSG00000138604	-0.116477000319021	5.90572653030378	2.94461196346934	0.108909967319524	0.327106825513993
ENSG00000284753	-0.306964619525091	2.91591730622836	2.94302816630356	0.10899735741332	0.327306120111755
ENSG00000026025	0.0769327022274432	9.80102963728483	2.94262959198177	0.109018228214676	0.327306120111755
ENSG00000100359	0.121575772476888	6.16330789565326	2.94126002528144	0.109093119036316	0.327468026991986
ENSG00000226889	0.505518785965835	1.23255937369879	2.94074549962591	0.109136870735478	0.327536418397482
ENSG00000073921	-0.0774810673366023	6.945029095656	2.93977631937098	0.109174304641236	0.327585826508018
ENSG00000184792	-0.267749032905499	3.29664591055261	2.93895016925531	0.109220013449755	0.327632634962317
ENSG00000148143	0.1347258137717	5.08801134851818	2.93872697730248	0.109231852178718	0.327632634962317
ENSG00000183495	0.098939432465329	7.27064016564931	2.93758606123481	0.109294294718515	0.327698280331029
ENSG00000162878	-0.295993778934989	3.13832793291387	2.93704850406527	0.109324386575612	0.327698280331029
ENSG00000008838	0.0758893145611259	7.63194700218495	2.93690892254518	0.109331422827029	0.327698280331029
ENSG00000064199	0.146507693318574	4.76431217722278	2.9367980305133	0.109337650411966	0.327698280331029
ENSG00000144645	-0.200231868217027	4.18480630403901	2.93595279225389	0.109384093606852	0.327768780380389
ENSG00000090060	-0.0738737082648286	7.79453461060673	2.93560180418866	0.109403138141178	0.327768780380389
ENSG00000131373	-0.132069335581691	4.85505930776786	2.93370674212045	0.109507350442222	0.327936167075724
ENSG00000186073	0.208326566774035	3.79093567490376	2.93358465818691	0.109514184166993	0.327936167075724
ENSG00000188315	-0.356613912393652	2.58070808886456	2.93346472390678	0.109521988581656	0.327936167075724
ENSG00000165525	0.112041005790176	5.80452799905049	2.93300405540003	0.109545850399987	0.327944754522461
