gene_id	transcript_id	utr3_mean_conservation	utr3_scored_bases	utr3_length
ENSG00000130222	ENST00000252506	0.4747605041584622	476	476
ENSG00000130224	ENST00000317135	0.5950592311873334	2600	2600
ENSG00000130226	ENST00000377770	0.2347019392600376	1805	1805
ENSG00000130227	ENST00000252512	0.8154796263427457	1497	1497
ENSG00000130234	ENST00000427411	0.09220941231959352	4866	4866
ENSG00000130244	ENST00000588262	0.3075447156566301	246	246
ENSG00000130254	ENST00000850599	0.35546564843144823	262	262
ENSG00000130255	ENST00000913550	0.02594615388616848	260	260
ENSG00000130270	ENST00000310127	0.020002098666462003	953	953
ENSG00000130283	ENST00000247005	0.07569230690625353	52	52
ENSG00000130287	ENST00000927540	0.19303595915843202	2336	2336
ENSG00000130294	ENST00000649096	0.08908270895017129	3603	3603
ENSG00000130299	ENST00000934087	0.06240310088317127	1032	1032
ENSG00000130300	ENST00000252590	0.0134972436710383	907	907
ENSG00000130303	ENST00000860181	0.00841721855134808	755	755
ENSG00000130304	ENST00000865646	0.03212927760125795	1578	1578
ENSG00000130305	ENST00000428206	0.2858591286373386	1079	1079
ENSG00000130307	ENST00000252597	0.038726755174118103	1054	1054
ENSG00000130309	ENST00000886053	0.11039241979071061	1715	1715
ENSG00000130311	ENST00000359866	0.11618451406171838	3642	3642
ENSG00000130312	ENST00000602206	0.1795010615430373	471	471
ENSG00000130313	ENST00000252603	0.059971014529822064	207	207
ENSG00000130332	ENST00000585409	0.5958830083219054	359	359
ENSG00000130338	ENST00000367097	0.18611394626969696	5134	5134
ENSG00000130340	ENST00000392185	0.21614872730038012	2239	2239
ENSG00000130347	ENST00000369063	0.009842448905110358	1225	1225
ENSG00000130348	ENST00000369046	0.06194368533266604	2415	2415
ENSG00000130349	ENST00000311381	0.07804571425076574	350	350
ENSG00000130363	ENST00000449822	0.05410477604769429	7454	7454
ENSG00000130368	ENST00000674077	0.0443851167435293	9514	9514
ENSG00000130377	ENST00000586696	0.022415584205998536	462	462
ENSG00000130382	ENST00000867663	0.18616022515699518	2665	2665
ENSG00000130383	ENST00000252675	0.006840000043683235	775	775
ENSG00000130385	ENST00000252677	0.0052058824564001575	34	34
ENSG00000130396	ENST00000400822	0.27330890844913486	2088	2088
ENSG00000130402	ENST00000252699	0.2834362540970801	2157	2157
ENSG00000130413	ENST00000933820	0.45760216773830026	646	646
ENSG00000130414	ENST00000678455	0.007836669337099866	3747	3747
ENSG00000130427	ENST00000252723	0.22923809486462668	567	567
ENSG00000130429	ENST00000443222	0.4432853261080353	368	368
ENSG00000130433	ENST00000252729	0.05920125803113593	477	477
ENSG00000130449	ENST00000252744	0.9627595687253687	1855	1855
ENSG00000130475	ENST00000949282	0.24694360975837826	266	266
ENSG00000130477	ENST00000519716	0.1073548112649835	4718	4718
ENSG00000130479	ENST00000897432	0.009611111112301134	90	90
ENSG00000130487	ENST00000648057	0.002246268698359221	1072	1072
ENSG00000130508	ENST00000252804	0.13167803206768033	2317	2317
ENSG00000130511	ENST00000867041	0.24070662500818585	317	317
ENSG00000130513	ENST00000252809	0.20612448121708937	241	241
ENSG00000130517	ENST00000269919	0.04695555210362629	6367	6367
ENSG00000130518	ENST00000392413	0.14696341483831044	82	82
ENSG00000130520	ENST00000881206	0.0411394972632513	1233	1233
ENSG00000130522	ENST00000252818	0.48456894223428043	747	747
ENSG00000130528	ENST00000966424	0.2928921551884189	102	102
ENSG00000130529	ENST00000599628	0.03403256948452007	1658	1658
ENSG00000130540	ENST00000330884	0.19046715854781981	1492	1492
ENSG00000130544	ENST00000252840	0.06531155313768977	4224	4224
ENSG00000130545	ENST00000598494	0.34302003600338615	549	549
ENSG00000130558	ENST00000371793	0.4532145715159217	1002	1002
ENSG00000130559	ENST00000389532	0.1611048902131975	2822	2822
ENSG00000130560	ENST00000906557	0.09651253784952056	997	997
ENSG00000130561	ENST00000409110	0.06288111896312737	143	143
ENSG00000130584	ENST00000395104	0.22180533426730842	3262	3262
ENSG00000130589	ENST00000467148	0.022937069087417734	1160	1160
ENSG00000130590	ENST00000369886	0.12570444769281133	1394	1394
ENSG00000130592	ENST00000861232	0.005915319486384963	1299	1299
ENSG00000130595	ENST00000943881	0.10785844776041585	219	219
ENSG00000130598	ENST00000252898	0.06784496157404844	129	129
ENSG00000130635	ENST00000371817	0.2664933071870496	2540	2540
ENSG00000130638	ENST00000252934	0.23859474329514974	1636	1636
ENSG00000130640	ENST00000252936	0.0037648099422937374	1131	1131
ENSG00000130643	ENST00000252939	0.020343401150848872	1523	1523
ENSG00000130649	ENST00000883802	0.1437761506487549	956	956
ENSG00000130653	ENST00000406427	0.01903401359772128	441	441
ENSG00000130656	ENST00000252951	0.08656310730894069	103	103
ENSG00000130669	ENST00000599386	0.06836700504131357	4237	4237
ENSG00000130675	ENST00000543409	0.2881934034286941	667	667
ENSG00000130684	ENST00000252979	0.2515481763703	1837	1837
ENSG00000130695	ENST00000928439	0.28622419482339195	1521	1521
ENSG00000130699	ENST00000252996	0.8353547447707749	1370	1370
ENSG00000130700	ENST00000914293	0.005440590408204529	1355	1355
ENSG00000130701	ENST00000252998	0.022475818979013393	641	641
ENSG00000130702	ENST00000252999	0.10026199271819963	271	271
ENSG00000130703	ENST00000358053	0.06671471606000093	2324	2324
ENSG00000130706	ENST00000906327	0.15833018823056746	106	106
ENSG00000130707	ENST00000852176	0.12563432831214671	1340	1340
ENSG00000130711	ENST00000253008	0.203601217746208	1314	1314
ENSG00000130713	ENST00000372358	0.03821377464497632	1118	1118
ENSG00000130714	ENST00000341012	0.016639999964972958	700	700
ENSG00000130717	ENST00000372208	0.08437244895572092	1372	1372
ENSG00000130720	ENST00000933856	0.010128423790670017	3870	3870
ENSG00000130724	ENST00000596708	0.05745685324521953	197	197
ENSG00000130725	ENST00000940562	0.5732342106832412	380	380
ENSG00000130726	ENST00000950724	0.2770909095230639	220	220
ENSG00000130731	ENST00000861831	0.04414054078452692	185	185
ENSG00000130733	ENST00000971374	0.17786170227898132	1128	1128
ENSG00000130734	ENST00000908548	0.28117977510195935	356	356
ENSG00000130741	ENST00000253039	0.18891308648264565	2025	2025
ENSG00000130748	ENST00000253047	0.20412820538816354	78	78
ENSG00000130749	ENST00000253048	0.22486952537447025	2169	2169
ENSG00000130751	ENST00000906440	0.18227089891159856	1591	1591
ENSG00000130755	ENST00000598034	0.1508485372278442	581	581
ENSG00000130758	ENST00000856942	0.7054020980473973	286	286
ENSG00000130762	ENST00000868561	0.01524629628466856	540	540
ENSG00000130764	ENST00000378251	0.016115065299754483	2529	2529
ENSG00000130766	ENST00000253063	0.20055062184847788	1689	1689
ENSG00000130768	ENST00000373894	0.008847133802608913	314	314
ENSG00000130770	ENST00000465645	0.12038733259978648	1642	1642
ENSG00000130772	ENST00000373842	0.06062110553837227	995	995
ENSG00000130775	ENST00000373925	0.04065077474254213	839	839
ENSG00000130779	ENST00000361654	0.5844490641660437	1443	1443
ENSG00000130783	ENST00000253079	0.20437837848760537	1147	1147
ENSG00000130787	ENST00000253083	0.016029801322625246	1208	1208
ENSG00000130803	ENST00000247956	0.04829848476590335	1980	1980
ENSG00000130810	ENST00000253107	0.045306965775805425	847	847
ENSG00000130811	ENST00000929480	0.060067307304752134	104	104
ENSG00000130812	ENST00000891000	0.060313491940235955	252	252
ENSG00000130813	ENST00000891192	0.2303586500465481	948	948
ENSG00000130816	ENST00000676610	0.13944267391185133	2259	2259
ENSG00000130818	ENST00000253115	0.0909152610011385	5157	5157
ENSG00000130821	ENST00000922630	0.28759114035102895	1377	1377
ENSG00000130822	ENST00000955616	0.0943946078198268	408	408
ENSG00000130826	ENST00000696577	0.10459519991530106	1250	1250
ENSG00000130827	ENST00000369682	0.04550372992172723	5094	5094
ENSG00000130829	ENST00000342782	0.16706660146226177	1021	1021
ENSG00000130830	ENST00000369534	0.17312981750302273	493	493
ENSG00000130844	ENST00000924927	0.07044631303213746	2319	2319
ENSG00000130856	ENST00000320610	0.26640135925963904	4562	4562
ENSG00000130876	ENST00000936958	0.288482905490897	234	234
ENSG00000130881	ENST00000253193	0.06961986026076399	1289	1289
ENSG00000130921	ENST00000546132	0.01774990202943743	2551	2551
ENSG00000130935	ENST00000253247	0.10699702401100131	672	672
ENSG00000130939	ENST00000963443	0.6331071432418499	1288	1288
ENSG00000130940	ENST00000377022	0.41478913613453455	2338	2338
ENSG00000130943	ENST00000253255	0.010340757278973373	898	898
ENSG00000130948	ENST00000650386	0.05851644740272477	912	912
ENSG00000130950	ENST00000253262	0.001898876439748604	267	267
ENSG00000130956	ENST00000375249	0.1381510017081508	1298	1298
ENSG00000130957	ENST00000375337	0.05897247724751985	218	218
ENSG00000130958	ENST00000878036	0.0197099132201468	2189	2189
ENSG00000130962	ENST00000378628	0.2571234332984415	3670	3670
ENSG00000130985	ENST00000940363	0.37975409901490986	244	244
ENSG00000130988	ENST00000899538	0.11492323380527682	1472	1472
ENSG00000130997	ENST00000382865	0.1334897960347304	196	196
ENSG00000131013	ENST00000253329	0.18820981189814184	958	958
ENSG00000131015	ENST00000948867	0.0037209302749575536	1806	1806
ENSG00000131016	ENST00000903473	0.2704675322573105	2849	2849
ENSG00000131018	ENST00000367248	0.23027067690138117	2394	2394
ENSG00000131019	ENST00000367339	0.034931991061079054	2235	2321
ENSG00000131023	ENST00000543571	0.43706907163619846	3576	3576
ENSG00000131037	ENST00000908398	0.007451754430577417	2508	2510
ENSG00000131042	ENST00000314446	0.0050298507862920035	871	871
ENSG00000131043	ENST00000957173	0.0970928931018446	1787	1787
ENSG00000131044	ENST00000535842	0.05211975739338445	1979	1979
ENSG00000131050	ENST00000253362	0.03259292038505798	226	226
ENSG00000131051	ENST00000253363	0.2837616465711638	3134	3134
ENSG00000131055	ENST00000890503	0.08393495987506386	123	123
ENSG00000131059	ENST00000375454	0.05431746051057917	189	189
ENSG00000131061	ENST00000342427	0.04994547888085474	752	752
ENSG00000131067	ENST00000916019	0.7704837136727103	614	614
ENSG00000131068	ENST00000253381	0.026977423848281275	753	753
ENSG00000131069	ENST00000253382	0.3026350270994107	748	748
ENSG00000131080	ENST00000902728	0.10527069906463786	3720	3720
ENSG00000131089	ENST00000636926	0.10671502298933407	3488	3488
ENSG00000131094	ENST00000253407	0.15117979842341608	495	495
ENSG00000131095	ENST00000588735	0.2199357689951267	4188	4188
ENSG00000131096	ENST00000592796	0.07669780198241594	364	364
ENSG00000131097	ENST00000856247	0.14872619033780038	84	84
ENSG00000131100	ENST00000253413	0.2011078066232815	538	538
ENSG00000131115	ENST00000876872	0.0239288362202713	1349	1349
ENSG00000131116	ENST00000855578	0.18063197984019777	394	394
ENSG00000131126	ENST00000598265	0.11872500057448633	200	200
ENSG00000131127	ENST00000240499	0.08948927865015745	11006	11006
ENSG00000131142	ENST00000680507	0.06864979479696968	731	731
ENSG00000131143	ENST00000564903	0.12329105842738738	1096	1096
ENSG00000131148	ENST00000435200	0.25223851763021565	1241	1241
ENSG00000131149	ENST00000393243	0.2949833561913434	3665	3665
ENSG00000131152	ENST00000568879	0.069383333454122	240	240
ENSG00000131153	ENST00000253462	0.019984607787894376	2014	2014
ENSG00000131165	ENST00000675909	0.012164024011363841	1829	1829
ENSG00000131171	ENST00000373212	0.2776204544064857	1320	1320
ENSG00000131174	ENST00000650309	0.09453995289505585	2115	2115
ENSG00000131183	ENST00000512593	0.028317259024943316	788	788
ENSG00000131187	ENST00000898122	0.04116447343824946	152	152
ENSG00000131188	ENST00000861636	0.784447058586075	170	170
ENSG00000131196	ENST00000591814	0.020766961611063624	2373	2373
ENSG00000131203	ENST00000518237	0.029541984655030554	524	605
ENSG00000131233	ENST00000357771	0.0690995850844243	482	482
ENSG00000131236	ENST00000911193	0.5969975692549467	1234	1234
ENSG00000131238	ENST00000641319	0.1783171898384749	1466	1466
ENSG00000131242	ENST00000621161	0.07915094932123673	6479	6479
ENSG00000131263	ENST00000332687	0.44414969305527646	8464	8464
ENSG00000131264	ENST00000373514	0.14816723562341577	586	586
ENSG00000131269	ENST00000253577	0.1403106420782111	2321	2322
ENSG00000131323	ENST00000392745	0.3171135411323899	5716	5716
ENSG00000131351	ENST00000253669	0.07281944402833081	144	144
ENSG00000131355	ENST00000718247	0.1936211452385542	1135	1135
ENSG00000131368	ENST00000449354	0.16533414065686397	4956	4956
ENSG00000131370	ENST00000383791	0.2585764572790013	1733	1733
ENSG00000131373	ENST00000628377	0.7556839601107342	1465	1465
ENSG00000131374	ENST00000253692	0.037796632566037706	3801	3801
ENSG00000131375	ENST00000901140	0.1533224833781863	1659	1659
ENSG00000131378	ENST00000334133	0.2216632754527959	983	983
ENSG00000131379	ENST00000253697	0.1525217392807248	161	161
ENSG00000131381	ENST00000945190	0.06192592597431431	5211	5211
ENSG00000131386	ENST00000339732	0.12605966220371334	2665	2665
ENSG00000131389	ENST00000613060	0.23650184255731985	4342	4342
ENSG00000131398	ENST00000477616	0.41670201064242707	4178	4178
ENSG00000131400	ENST00000852686	0.032654321260957256	81	81
ENSG00000131408	ENST00000852420	0.09372693273596502	802	802
ENSG00000131409	ENST00000389201	0.1988762887537655	679	679
ENSG00000131435	ENST00000253754	0.03290857137931625	1225	1225
ENSG00000131437	ENST00000378746	0.16845631574155484	4006	4006
ENSG00000131446	ENST00000307826	0.05070163411095285	6854	6854
ENSG00000131459	ENST00000920226	0.45246598645627645	882	882
ENSG00000131462	ENST00000879460	0.38848500029358546	200	200
ENSG00000131467	ENST00000590720	0.3520985333914066	2182	2182
ENSG00000131469	ENST00000911439	0.4070943405144444	53	53
ENSG00000131470	ENST00000393795	0.11675683896646108	658	658
ENSG00000131471	ENST00000613571	0.09551226158038909	1835	1835
ENSG00000131473	ENST00000884501	0.3883489932992779	894	894
ENSG00000131475	ENST00000253794	0.4435094340306812	530	530
ENSG00000131477	ENST00000588576	0.346682608770409	230	230
ENSG00000131480	ENST00000253799	0.04399164341076233	359	359
ENSG00000131482	ENST00000253801	0.11957204519290382	3012	3012
ENSG00000131495	ENST00000512088	0.4413293414758965	334	334
ENSG00000131503	ENST00000907941	0.4750971425829588	1750	1750
ENSG00000131504	ENST00000647433	0.4336690611987035	1949	1949
ENSG00000131507	ENST00000856983	0.03780555552568107	4104	4104
ENSG00000131508	ENST00000398733	0.936662584533818	1633	1633
ENSG00000131558	ENST00000253861	0.047300081242261864	1233	1233
ENSG00000131584	ENST00000969099	0.17216329985666276	1188	1188
ENSG00000131591	ENST00000871969	0.008513863212876572	1082	1082
ENSG00000131620	ENST00000355303	0.24170707768853997	1526	1526
ENSG00000131626	ENST00000644155	0.32674246344641755	2322	2322
ENSG00000131634	ENST00000253934	0.06524729246436703	554	554
ENSG00000131650	ENST00000572045	0.18496163059944484	834	834
ENSG00000131652	ENST00000574549	0.06205102069925859	98	98
ENSG00000131653	ENST00000326181	0.1679260450841296	1555	1555
ENSG00000131668	ENST00000253968	0.19110800711558595	537	537
ENSG00000131669	ENST00000878643	0.04484173507646795	3412	3412
ENSG00000131686	ENST00000480186	0.0500812237383061	948	948
ENSG00000131697	ENST00000923563	0.05648373104904631	461	461
ENSG00000131711	ENST00000296755	0.7446992607936929	4326	4326
ENSG00000131721	ENST00000371388	0.019138361516280268	1843	1843
ENSG00000131724	ENST00000652600	0.14595859751406834	2681	2681
ENSG00000131725	ENST00000859392	0.8880622571886649	1028	1028
ENSG00000131730	ENST00000865077	0.5169858168761068	141	141
ENSG00000131732	ENST00000917107	0.27040398567929724	1104	1104
ENSG00000131737	ENST00000394001	0.26476923105999445	390	390
ENSG00000131738	ENST00000251646	0.10674852093498459	338	338
ENSG00000131746	ENST00000876606	0.059539293832872764	1756	1756
ENSG00000131747	ENST00000423485	0.14184104653039734	994	994
ENSG00000131748	ENST00000336308	0.053545243641950784	1293	1293
ENSG00000131759	ENST00000254066	0.38303105217832206	1417	1417
ENSG00000131771	ENST00000394267	0.540139290718478	761	761
ENSG00000131773	ENST00000355849	0.9970437266754106	526	526
ENSG00000131778	ENST00000917449	0.07263178262830705	258	258
ENSG00000131779	ENST00000863189	0.1816354680825323	812	812
ENSG00000131781	ENST00000865848	0.05488768466453914	3045	3045
ENSG00000131788	ENST00000948928	0.43872756796322665	925	925
ENSG00000131791	ENST00000254101	0.1466976901268345	4459	4459
ENSG00000131808	ENST00000417547	0.08205201911389723	1461	1461
ENSG00000131828	ENST00000422285	0.11207990332666704	2065	2065
ENSG00000131831	ENST00000871544	0.6195761904600889	630	630
ENSG00000131844	ENST00000340941	0.04971343450108745	1846	1846
ENSG00000131845	ENST00000282286	0.025343582276145808	2049	2049
ENSG00000131848	ENST00000391713	0.02503307083135182	1905	1905
ENSG00000131849	ENST00000254166	0.007707269225783704	509	509
ENSG00000131864	ENST00000254181	0.010665975181150146	482	482
ENSG00000131871	ENST00000398226	0.018471479542269544	1122	1122
ENSG00000131873	ENST00000254190	0.44725587006515616	1661	1661
ENSG00000131876	ENST00000254193	0.226794392843165	214	214
ENSG00000131899	ENST00000855607	0.16402474237118667	970	970
ENSG00000131910	ENST00000254227	0.13150000013345642	356	356
ENSG00000131914	ENST00000326279	0.40963578002441203	3270	3270
ENSG00000131931	ENST00000345117	0.4110433122653301	1570	1570
ENSG00000131941	ENST00000254260	0.1758119659228854	1404	1404
ENSG00000131943	ENST00000323670	0.01450437088537073	3775	3775
ENSG00000131944	ENST00000588258	0.05650290892186738	1547	1547
ENSG00000131951	ENST00000570145	0.12729696102056912	3455	3455
ENSG00000131966	ENST00000254286	0.1038433181488895	1085	1085
ENSG00000131969	ENST00000337334	0.05084768230086254	604	604
ENSG00000131979	ENST00000902570	0.18366416773754407	2001	2001
ENSG00000131981	ENST00000888054	0.05334496566260173	2751	2751
ENSG00000132000	ENST00000538517	0.13956853209081538	1233	1233
ENSG00000132002	ENST00000679223	0.2724751279578314	2151	2151
ENSG00000132003	ENST00000590508	0.20884219293004563	1204	1204
ENSG00000132004	ENST00000872816	0.06170764136742305	301	301
ENSG00000132005	ENST00000872112	0.41636192167865105	1166	1166
ENSG00000132010	ENST00000334213	0.013595796301347341	1237	1237
ENSG00000132016	ENST00000871177	0.1124923748513562	459	459
ENSG00000132017	ENST00000254337	0.2594823788557641	454	454
ENSG00000132024	ENST00000870924	0.08928629864247208	489	489
ENSG00000132026	ENST00000589272	0.07555053213587301	1128	1128
ENSG00000132031	ENST00000407540	0.21601038726400215	1059	1059
ENSG00000132109	ENST00000533692	0.030439080561286417	435	435
ENSG00000132122	ENST00000371847	0.08075239546506381	3340	3340
ENSG00000132128	ENST00000617190	0.5501368499786812	1403	1403
ENSG00000132141	ENST00000421975	0.31896296277317027	189	189
ENSG00000132153	ENST00000876607	0.156150300844598	1497	1497
ENSG00000132155	ENST00000688543	0.21145379192717265	2413	2413
ENSG00000132164	ENST00000254488	0.200194636782622	2312	2312
ENSG00000132170	ENST00000942258	0.436571096100775	429	429
ENSG00000132182	ENST00000916950	0.07946482752064436	1450	1450
ENSG00000132185	ENST00000236938	0.03888683133148262	972	972
ENSG00000132196	ENST00000254521	0.08380645213887862	403	403
ENSG00000132199	ENST00000647584	0.1383069978663915	3987	3987
ENSG00000132205	ENST00000254528	0.07370796464823463	2599	2599
ENSG00000132207	ENST00000345535	0.2213199993991293	100	100
ENSG00000132254	ENST00000614314	0.3419436218673095	2430	2430
ENSG00000132256	ENST00000396847	0.08526613761328417	1890	1890
ENSG00000132259	ENST00000872205	0.12008139564217907	602	602
ENSG00000132274	ENST00000379965	0.010633744891644781	1215	1215
ENSG00000132275	ENST00000254605	0.08475404021673963	5074	5074
ENSG00000132286	ENST00000853132	0.062482128332117096	2462	2462
ENSG00000132294	ENST00000254624	0.2402901346461314	2747	2747
ENSG00000132297	ENST00000414222	0.002210337986982618	2515	2515
ENSG00000132300	ENST00000254630	0.03497129185789088	4598	4598
ENSG00000132305	ENST00000962805	0.16182789127983876	1470	1470
ENSG00000132313	ENST00000337109	0.04886002549061117	3122	3122
ENSG00000132321	ENST00000309507	0.115375231294514	541	541
ENSG00000132323	ENST00000612675	0.780096368689068	716	716
ENSG00000132326	ENST00000254657	0.10839639637428078	2331	2331
ENSG00000132329	ENST00000951440	0.033679878184424215	328	328
ENSG00000132330	ENST00000450965	0.09810570468288149	1192	1192
ENSG00000132334	ENST00000968589	0.201913559377446	2950	2950
ENSG00000132341	ENST00000543796	0.22711929236405815	1752	1752
ENSG00000132356	ENST00000397128	0.38295603442521353	3389	3389
ENSG00000132357	ENST00000254691	0.02720374444133955	908	908
ENSG00000132359	ENST00000254695	0.13543652977949097	4380	4380
ENSG00000132361	ENST00000435359	0.385735927437897	1208	1208
ENSG00000132376	ENST00000898971	0.19452884647799715	1248	1248
ENSG00000132382	ENST00000254718	0.2663874756676963	511	511
ENSG00000132383	ENST00000254719	0.4916198831719965	2907	2907
ENSG00000132386	ENST00000960886	0.3111602211254006	181	181
ENSG00000132388	ENST00000396981	0.5876776937374489	3295	3295
ENSG00000132394	ENST00000868106	0.18208477667464096	1097	1097
ENSG00000132405	ENST00000448507	0.11738664721576422	2726	2726
ENSG00000132406	ENST00000898372	0.03959154317604294	2294	2294
ENSG00000132423	ENST00000254759	0.07452261298906582	199	199
ENSG00000132424	ENST00000681615	0.5462383108355244	2652	2652
ENSG00000132429	ENST00000965834	0.225148789400346	578	578
ENSG00000132432	ENST00000916373	0.3058051942445507	231	231
ENSG00000132434	ENST00000916639	0.06506195793948523	2421	2421
ENSG00000132436	ENST00000356889	0.03247400875549993	1135	1135
ENSG00000132437	ENST00000897758	0.007028923432921854	1867	1867
ENSG00000132446	ENST00000359202	0.06372781077499044	169	169
ENSG00000132463	ENST00000254799	0.18085246885425832	5104	5104
ENSG00000132464	ENST00000396073	0.12429253435353127	1969	1969
ENSG00000132465	ENST00000254801	0.16847081222145363	788	788
ENSG00000132466	ENST00000358602	0.4633894924354542	2855	2855
ENSG00000132467	ENST00000254803	0.08767050693309458	434	434
ENSG00000132470	ENST00000578318	0.3045674040178081	497	497
ENSG00000132471	ENST00000626827	0.2214990460046368	1048	1048
ENSG00000132475	ENST00000254810	0.4807283667816161	2161	2161
ENSG00000132478	ENST00000589666	0.5674283649147706	1382	1382
ENSG00000132481	ENST00000254816	0.08320062684930195	319	319
ENSG00000132485	ENST00000254821	0.5194495116518107	1842	1842
ENSG00000132507	ENST00000894300	0.6481458093841727	823	823
ENSG00000132510	ENST00000254846	0.8098282360044472	1275	1275
ENSG00000132514	ENST00000576617	0.1650342557644312	759	759
ENSG00000132517	ENST00000512825	0.20541935497576785	527	527
ENSG00000132518	ENST00000254854	0.11423012550392239	239	239
ENSG00000132522	ENST00000574458	0.37490728536284595	302	302
ENSG00000132530	ENST00000361842	0.08765173540154661	2478	2478
ENSG00000132535	ENST00000399506	0.2261687021353249	3521	3521
ENSG00000132541	ENST00000883921	0.11291106734673305	506	506
ENSG00000132549	ENST00000357162	0.07315987472866672	1914	1914
ENSG00000132554	ENST00000360863	0.21985947725315902	306	306
ENSG00000132561	ENST00000896675	0.15851277185387225	1057	1057
ENSG00000132563	ENST00000254901	0.11797865344710765	1218	1218
ENSG00000132570	ENST00000512783	0.05955606764645606	5208	5208
ENSG00000132581	ENST00000247020	0.20491912903124393	643	643
ENSG00000132589	ENST00000394906	0.2683678630934679	1226	1226
ENSG00000132591	ENST00000878946	0.059643968970357196	514	514
ENSG00000132600	ENST00000441236	0.20335735298174448	1360	1360
ENSG00000132603	ENST00000254940	0.1788314994195754	1454	1454
ENSG00000132604	ENST00000569584	0.18764742518450758	1767	1767
ENSG00000132612	ENST00000714476	0.14608072095915575	2775	2782
ENSG00000132613	ENST00000338779	0.17792559651472653	2473	2473
ENSG00000132622	ENST00000887987	0.059755587608992605	1387	1387
ENSG00000132623	ENST00000378380	0.03833976549487892	2643	2643
ENSG00000132631	ENST00000377428	0.35031521718306263	92	92
ENSG00000132635	ENST00000356872	0.42431081051472574	148	148
ENSG00000132639	ENST00000685131	0.5956720040122853	2061	2061
ENSG00000132640	ENST00000254977	0.4904383282663539	2943	2943
ENSG00000132646	ENST00000379143	0.4720606062868187	330	330
ENSG00000132661	ENST00000254998	0.19690553757820145	307	307
ENSG00000132664	ENST00000462997	0.11299174322550176	1090	1090
ENSG00000132669	ENST00000891327	0.2964850093664838	2635	2635
ENSG00000132670	ENST00000876899	0.41681328545118845	1114	1114
ENSG00000132671	ENST00000255008	0.011407808288145244	2587	2587
ENSG00000132676	ENST00000878822	0.04652202084305856	772	772
ENSG00000132677	ENST00000537040	0.01629679141856262	374	374
ENSG00000132680	ENST00000368320	0.5165514761287081	2778	2778
ENSG00000132681	ENST00000368081	0.12223131652818695	281	281
ENSG00000132688	ENST00000368223	0.028187835212315437	559	559
ENSG00000132692	ENST00000361588	0.26263043459476315	506	506
ENSG00000132693	ENST00000255030	0.02007200650932587	1236	1236
ENSG00000132694	ENST00000368194	0.35598017253876857	1160	1160
ENSG00000132698	ENST00000921089	0.08329515424013417	227	227
ENSG00000132702	ENST00000968559	0.04880552715431239	977	977
ENSG00000132703	ENST00000255040	0.026184713757140148	157	157
ENSG00000132704	ENST00000361516	0.06067298116858358	1003	1003
ENSG00000132716	ENST00000326837	0.42664677717526467	1877	1877
ENSG00000132718	ENST00000368324	0.31585694947549975	3691	3691
ENSG00000132740	ENST00000255078	0.020603448468870644	870	870
ENSG00000132744	ENST00000897123	0.034011561284245484	173	173
ENSG00000132746	ENST00000673966	0.018012264226826856	1060	1060
ENSG00000132749	ENST00000443940	0.02987782805347724	2652	2652
ENSG00000132763	ENST00000401061	0.06519222470094367	4167	4167
ENSG00000132768	ENST00000866490	0.04849040787387863	834	834
ENSG00000132773	ENST00000874144	0.37259489003217094	274	274
ENSG00000132780	ENST00000923965	0.3167395289446086	764	764
ENSG00000132781	ENST00000529984	0.1662797202263353	143	143
ENSG00000132792	ENST00000373469	0.28839655299389994	116	116
ENSG00000132793	ENST00000884416	0.04655154347642128	1717	1717
ENSG00000132801	ENST00000926005	0.20630290491542203	482	482
ENSG00000132819	ENST00000344785	0.2802490315008491	1807	1807
ENSG00000132821	ENST00000373461	0.2876043757972407	1097	1097
ENSG00000132823	ENST00000255174	0.30601976677940224	1113	1113
ENSG00000132824	ENST00000342374	0.1300329248949758	2855	2855
ENSG00000132825	ENST00000370996	0.10295947673582145	2369	2369
ENSG00000132837	ENST00000895911	0.2238935021611497	1108	1108
ENSG00000132840	ENST00000255192	0.07626354505072806	1495	1495
ENSG00000132842	ENST00000519295	0.2806287516840815	11262	11262
ENSG00000132846	ENST00000255198	0.07404176480696062	5100	5102
ENSG00000132849	ENST00000371158	0.23242479073467948	2985	2985
ENSG00000132854	ENST00000371153	0.12807575791670056	2112	2112
ENSG00000132855	ENST00000895485	0.0739369481889971	2379	2379
ENSG00000132872	ENST00000255224	0.45777215227423285	2449	2449
ENSG00000132874	ENST00000255226	0.0955491871232449	1169	1169
ENSG00000132879	ENST00000251547	0.037469328151861186	2054	2054
ENSG00000132881	ENST00000375599	0.007929775358002444	356	356
ENSG00000132906	ENST00000546424	0.055430894411944466	2952	2952
ENSG00000132911	ENST00000916655	0.013480739613301845	649	649
ENSG00000132912	ENST00000446090	0.18940496647787314	4309	4309
ENSG00000132915	ENST00000255266	0.03717301161188941	2942	2942
ENSG00000132932	ENST00000381655	0.22350579616437058	5866	5866
ENSG00000132938	ENST00000612955	0.26440094850022333	2741	2741
ENSG00000132950	ENST00000337963	0.12229849278327808	995	995
ENSG00000132952	ENST00000614860	0.0930445545344433	1414	1414
ENSG00000132953	ENST00000255305	0.23205521684015776	6393	6393
ENSG00000132958	ENST00000696861	0.15151775135113113	338	338
ENSG00000132963	ENST00000697718	0.03937773360278904	1509	1509
ENSG00000132964	ENST00000381527	0.9452100262487977	1157	1157
ENSG00000132965	ENST00000892335	0.08368530047526698	966	966
